 CustomerID , Age , Gender , Region , SubscriptionPlan , Tenure months , MonthlySpend , SupportTickets , LastLoginDaysAgo , Churn , ChurnStatus 
 CUST1232 , 54.00 , Male , South , Basic , 21.00 ," ? 1,238.98 ", 2.00 , 36.00 , -   , Stayed 
 CUST1233 , 49.00 , Female , West , Standard , 31.00 , ? 573.41 , 2.00 , 39.00 , -   , Stayed 
 CUST1234 , 50.00 , Male , East , Premium , 24.00 ," ? 1,471.19 ", 2.00 , 71.00 , -   , Stayed 
 CUST1235 , 18.00 , Female , West , Premium , 20.00 ," ? 1,100.82 ", -   , 39.00 , 1.00 , Churned 
 CUST1236 , 36.00 , Female , North , Premium , 4.00 , ? 312.51 , -   , 55.00 , -   , Stayed 
 CUST1237 , 19.00 , Male , West , Premium , 28.00 , ? 606.50 , 4.00 , 22.00 , -   , Stayed 
 CUST1238 , 61.00 , Male , North , Basic , 20.00 , ? 612.86 , 1.00 , 10.00 , -   , Stayed 
 CUST1239 , 43.00 , Female , West , Standard , 24.00 , ? 383.11 , 4.00 , 63.00 , 1.00 , Churned 
 CUST1240 , 49.00 , Female , East , Premium , 32.00 ," ? 1,451.79 ", 2.00 , 7.00 , 1.00 , Churned 
 CUST1241 , 23.00 , Male , North , Basic , 34.00 , ? 873.91 , 1.00 , 55.00 , 1.00 , Churned 
 CUST1242 , 49.00 , Male , South , Premium , 2.00 ," ? 1,374.98 ", 1.00 , 59.00 , 1.00 , Churned 
 CUST1243 , 21.00 , Male , South , Standard , 15.00 , ? 686.66 , 2.00 , 9.00 , -   , Stayed 
 CUST1244 , 28.00 , Male , West , Basic , 34.00 , ? 450.28 , 1.00 , 38.00 , -   , Stayed 
 CUST1245 , 34.00 , Male , South , Standard , 6.00 , ? 869.20 , -   , 27.00 , -   , Stayed 
 CUST1246 , 55.00 , Female , North , Standard , 12.00 , ? 436.75 , 2.00 , 48.00 , -   , Stayed 
 CUST1247 , 41.00 , Female , South , Basic , 3.00 , ? 883.22 , 1.00 , 35.00 , -   , Stayed 
 CUST1248 , 22.00 , Female , East , Basic , 18.00 ," ? 1,404.36 ", -   , 12.00 , -   , Stayed 
 CUST1249 , 69.00 , Female , East , Basic , 21.00 , ? 924.92 , 1.00 , 35.00 , -   , Stayed 
 CUST1250 , 51.00 , Male , West , Basic , 15.00 ," ? 1,039.80 ", 2.00 , 25.00 , -   , Stayed 
 CUST1251 , 23.00 , Male , North , Basic , 33.00 , ? 487.97 , 2.00 , 85.00 , -   , Stayed 
 CUST1252 , 39.00 , Male , East , Basic , 35.00 , ? 352.48 , 3.00 , 3.00 , 1.00 , Churned 
 CUST1253 , 28.00 , Female , East , Basic , 26.00 , ? 432.97 , 3.00 , 81.00 , -   , Stayed 
 CUST1254 , 65.00 , Female , North , Premium , 8.00 ," ? 1,018.24 ", -   , 63.00 , -   , Stayed 
 CUST1255 , 33.00 , Male , South , Standard , 30.00 , ? 414.01 , -   , 37.00 , -   , Stayed 
 CUST1256 , 50.00 , Male , South , Basic , 23.00 , ? 751.19 , 4.00 , 87.00 , -   , Stayed 
 CUST1257 , 26.00 , Female , West , Premium , 14.00 , ? 960.11 , -   , 86.00 , -   , Stayed 
 CUST1258 , 23.00 , Female , South , Premium , 14.00 , ? 766.38 , 3.00 , 21.00 , -   , Stayed 
 CUST1259 , 33.00 , Male , North , Premium , 2.00 , ? 496.42 , 2.00 , 1.00 , -   , Stayed 
 CUST1260 , 46.00 , Male , East , Standard , 5.00 , ? 628.55 , 2.00 , 30.00 , -   , Stayed 
 CUST1261 , 20.00 , Female , South , Basic , 14.00 ," ? 1,413.98 ", 4.00 , 10.00 , -   , Stayed 
 CUST1262 , 37.00 , Male , West , Premium , 25.00 ," ? 1,111.18 ", 2.00 , 45.00 , -   , Stayed 
 CUST1263 , 53.00 , Male , South , Standard , 20.00 , ? 895.26 , 1.00 , 61.00 , -   , Stayed 
 CUST1264 , 36.00 , Male , North , Standard , 2.00 , ? 315.26 , 3.00 , 68.00 , -   , Stayed 
 CUST1265 , 43.00 , Female , West , Standard , 6.00 ," ? 1,490.90 ", 2.00 , 63.00 , -   , Stayed 
 CUST1266 , 20.00 , Female , South , Premium , 17.00 ," ? 1,105.75 ", 3.00 , 9.00 , -   , Stayed 
 CUST1267 , 36.00 , Female , West , Basic , 25.00 , ? 680.31 , 1.00 , 39.00 , -   , Stayed 
 CUST1268 , 37.00 , Female , North , Premium , 28.00 ," ? 1,355.12 ", 1.00 , 23.00 , -   , Stayed 
 CUST1269 , 49.00 , Female , East , Premium , 2.00 , ? 610.12 , 4.00 , 43.00 , -   , Stayed 
 CUST1270 , 24.00 , Female , North , Basic , 35.00 , ? 952.82 , 3.00 , 59.00 , -   , Stayed 
 CUST1271 , 69.00 , Female , North , Basic , 5.00 ," ? 1,063.28 ", 2.00 , 61.00 , 1.00 , Churned 
 CUST1272 , 58.00 , Male , North , Basic , 1.00 , ? 565.28 , 3.00 , 86.00 , 1.00 , Churned 
 CUST1273 , 50.00 , Male , North , Standard , 12.00 ," ? 1,474.08 ", 2.00 , 16.00 , 1.00 , Churned 
 CUST1274 , 57.00 , Male , East , Basic , 23.00 ," ? 1,197.83 ", 1.00 , 64.00 , -   , Stayed 
 CUST1275 , 56.00 , Male , East , Premium , 31.00 , ? 969.38 , 2.00 , 56.00 , -   , Stayed 
 CUST1276 , 35.00 , Male , West , Basic , 11.00 , ? 516.71 , 2.00 , 54.00 , -   , Stayed 
 CUST1277 , 57.00 , Male , South , Premium , 10.00 , ? 364.63 , 2.00 , 52.00 , -   , Stayed 
 CUST1278 , 18.00 , Male , East , Standard , 3.00 , ? 684.07 , -   , 55.00 , -   , Stayed 
 CUST1279 , 28.00 , Female , East , Premium , 14.00 ," ? 1,203.82 ", -   , 8.00 , -   , Stayed 
 CUST1280 , 45.00 , Female , South , Premium , 16.00 , ? 623.20 , -   , 21.00 , 1.00 , Churned 
 CUST1281 , 42.00 , Male , East , Basic , 10.00 , ? 947.47 , 2.00 , 12.00 , -   , Stayed 
 CUST1282 , 67.00 , Male , North , Basic , 29.00 ," ? 1,173.54 ", 4.00 , 88.00 , 1.00 , Churned 
 CUST1283 , 40.00 , Female , North , Premium , 10.00 , ? 429.53 , 2.00 , 47.00 , -   , Stayed 
 CUST1284 , 48.00 , Male , South , Basic , 12.00 ," ? 1,122.36 ", 1.00 , 17.00 , -   , Stayed 
 CUST1285 , 47.00 , Male , West , Standard , 30.00 , ? 410.25 , 6.00 , 75.00 , -   , Stayed 
 CUST1286 , 59.00 , Female , West , Standard , 1.00 ," ? 1,458.16 ", 1.00 , 39.00 , -   , Stayed 
 CUST1287 , 52.00 , Male , South , Basic , 5.00 , ? 886.07 , 1.00 , 16.00 , 1.00 , Churned 
 CUST1288 , 24.00 , Female , South , Standard , 20.00 , ? 480.81 , 1.00 , 14.00 , -   , Stayed 
 CUST1289 , 33.00 , Male , North , Basic , 8.00 , ? 710.86 , 2.00 , 14.00 , -   , Stayed 
 CUST1290 , 43.00 , Female , West , Premium , 12.00 , ? 796.10 , 1.00 , 78.00 , 1.00 , Churned 
 CUST1291 , 65.00 , Female , East , Premium , 1.00 ," ? 1,209.82 ", 1.00 , 62.00 , -   , Stayed 
 CUST1292 , 69.00 , Female , North , Standard , 20.00 ," ? 1,192.11 ", 1.00 , 38.00 , 1.00 , Churned 
 CUST1293 , 66.00 , Male , South , Basic , 28.00 ," ? 1,034.33 ", 4.00 , 12.00 , -   , Stayed 
 CUST1294 , 19.00 , Female , West , Basic , 12.00 , ? 427.12 , 1.00 , 80.00 , -   , Stayed 
 CUST1295 , 18.00 , Male , East , Standard , 28.00 , ? 481.88 , -   , 31.00 , -   , Stayed 
 CUST1296 , 65.00 , Male , East , Premium , 15.00 , ? 412.51 , -   , 8.00 , -   , Stayed 
 CUST1297 , 29.00 , Male , North , Standard , 6.00 , ? 992.61 , 1.00 , 39.00 , -   , Stayed 
 CUST1298 , 22.00 , Male , West , Premium , 20.00 ," ? 1,352.57 ", 3.00 , 19.00 , -   , Stayed 
 CUST1299 , 54.00 , Female , West , Basic , 14.00 , ? 820.56 , 5.00 , 89.00 , 1.00 , Churned 
 CUST1300 , 49.00 , Female , South , Premium , 2.00 , ? 493.02 , 2.00 , 84.00 , 1.00 , Churned 
 CUST1301 , 26.00 , Male , West , Standard , 9.00 , ? 969.65 , 1.00 , 81.00 , -   , Stayed 
 CUST1302 , 58.00 , Male , West , Basic , 20.00 ," ? 1,274.10 ", 1.00 , 76.00 , -   , Stayed 
 CUST1303 , 52.00 , Female , North , Standard , 26.00 ," ? 1,190.05 ", 2.00 , 79.00 , -   , Stayed 
 CUST1304 , 36.00 , Male , West , Standard , 29.00 ," ? 1,357.74 ", 1.00 , 72.00 , -   , Stayed 
 CUST1305 , 65.00 , Female , East , Premium , 1.00 , ? 633.48 , 1.00 , 62.00 , -   , Stayed 
 CUST1306 , 33.00 , Male , North , Standard , 35.00 , ? 532.74 , 3.00 , 75.00 , -   , Stayed 
 CUST1307 , 20.00 , Male , North , Premium , 6.00 ," ? 1,355.78 ", 4.00 , 43.00 , -   , Stayed 
 CUST1308 , 37.00 , Female , South , Basic , 5.00 ," ? 1,089.07 ", 1.00 , 37.00 , -   , Stayed 
 CUST1309 , 41.00 , Male , West , Premium , 33.00 , ? 673.11 , 1.00 , 82.00 , 1.00 , Churned 
 CUST1310 , 50.00 , Female , South , Basic , 14.00 ," ? 1,190.82 ", 2.00 , 59.00 , -   , Stayed 
 CUST1311 , 41.00 , Male , East , Premium , 12.00 ," ? 1,278.14 ", 2.00 , 70.00 , -   , Stayed 
 CUST1312 , 69.00 , Male , North , Standard , 20.00 ," ? 1,037.97 ", 1.00 , 47.00 , -   , Stayed 
 CUST1313 , 28.00 , Male , North , Premium , 24.00 ," ? 1,125.46 ", 2.00 , 17.00 , -   , Stayed 
 CUST1314 , 66.00 , Female , North , Premium , 34.00 , ? 750.31 , 2.00 , 15.00 , -   , Stayed 
 CUST1315 , 25.00 , Male , East , Basic , 25.00 , ? 946.43 , -   , 54.00 , -   , Stayed 
 CUST1316 , 53.00 , Male , East , Standard , 29.00 , ? 928.99 , 2.00 , 38.00 , 1.00 , Churned 
 CUST1317 , 55.00 , Male , South , Premium , 31.00 ," ? 1,317.66 ", 2.00 , 67.00 , -   , Stayed 
 CUST1318 , 57.00 , Male , South , Standard , 23.00 ," ? 1,307.96 ", -   , 58.00 , -   , Stayed 
 CUST1319 , 37.00 , Female , South , Premium , 20.00 ," ? 1,299.22 ", 2.00 , 88.00 , 1.00 , Churned 
 CUST1320 , 52.00 , Female , West , Premium , 23.00 , ? 313.24 , -   , 61.00 , 1.00 , Churned 
 CUST1321 , 65.00 , Male , North , Standard , 16.00 ," ? 1,199.45 ", -   , 12.00 , -   , Stayed 
 CUST1322 , 42.00 , Female , North , Premium , 8.00 ," ? 1,210.41 ", 2.00 , 80.00 , -   , Stayed 
 CUST1323 , 52.00 , Male , South , Standard , 21.00 ," ? 1,114.05 ", -   , 5.00 , -   , Stayed 
 CUST1324 , 42.00 , Male , North , Premium , 1.00 ," ? 1,207.52 ", 2.00 , 82.00 , -   , Stayed 
 CUST1325 , 46.00 , Male , South , Basic , 8.00 ," ? 1,310.36 ", 2.00 , 76.00 , -   , Stayed 
 CUST1326 , 35.00 , Female , West , Standard , 29.00 , ? 864.38 , 2.00 , 59.00 , -   , Stayed 
 CUST1327 , 63.00 , Female , West , Premium , 32.00 , ? 902.46 , 1.00 , 89.00 , -   , Stayed 
 CUST1328 , 35.00 , Female , East , Premium , 5.00 , ? 449.66 , 2.00 , 13.00 , -   , Stayed 
 CUST1329 , 19.00 , Female , West , Basic , 22.00 , ? 762.45 , -   , 53.00 , -   , Stayed 
 CUST1330 , 52.00 , Female , South , Standard , 34.00 ," ? 1,072.04 ", 2.00 , 3.00 , -   , Stayed 
 CUST1331 , 33.00 , Female , West , Premium , 1.00 ," ? 1,236.48 ", 1.00 , 38.00 , -   , Stayed 
 CUST1332 , 58.00 , Female , East , Basic , 26.00 , ? 560.65 , 1.00 , 71.00 , -   , Stayed 
 CUST1333 , 53.00 , Female , North , Premium , 10.00 , ? 465.39 , 1.00 , 24.00 , -   , Stayed 
 CUST1334 , 50.00 , Female , South , Standard , 30.00 ," ? 1,095.65 ", 1.00 , 76.00 , -   , Stayed 
 CUST1335 , 21.00 , Male , North , Premium , 18.00 , ? 302.26 , 1.00 , 31.00 , -   , Stayed 
 CUST1336 , 50.00 , Female , East , Premium , 17.00 , ? 514.05 , 2.00 , 58.00 , -   , Stayed 
 CUST1337 , 31.00 , Female , East , Premium , 26.00 , ? 334.89 , 3.00 , 62.00 , -   , Stayed 
 CUST1338 , 38.00 , Female , East , Premium , 8.00 , ? 500.26 , 2.00 , 37.00 , -   , Stayed 
 CUST1339 , 65.00 , Female , North , Basic , 12.00 , ? 517.58 , -   , 52.00 , 1.00 , Churned 
 CUST1340 , 37.00 , Female , North , Basic , 27.00 , ? 765.21 , -   , 66.00 , 1.00 , Churned 
 CUST1341 , 25.00 , Female , North , Standard , 8.00 , ? 782.79 , 1.00 , 27.00 , -   , Stayed 
 CUST1342 , 24.00 , Female , North , Basic , 25.00 ," ? 1,349.11 ", -   , 2.00 , -   , Stayed 
 CUST1343 , 20.00 , Female , East , Basic , 4.00 , ? 912.13 , 2.00 , 79.00 , -   , Stayed 
 CUST1344 , 34.00 , Female , East , Standard , 33.00 ," ? 1,168.09 ", -   , 21.00 , -   , Stayed 
 CUST1345 , 50.00 , Female , South , Basic , 1.00 , ? 424.96 , -   , 37.00 , -   , Stayed 
 CUST1346 , 65.00 , Female , South , Basic , 19.00 , ? 570.53 , -   , 71.00 , 1.00 , Churned 
 CUST1347 , 29.00 , Male , North , Standard , 31.00 ," ? 1,143.53 ", 1.00 , 71.00 , -   , Stayed 
 CUST1348 , 68.00 , Male , West , Standard , 16.00 , ? 363.36 , -   , 61.00 , -   , Stayed 
 CUST1349 , 39.00 , Female , West , Standard , 14.00 , ? 883.92 , 3.00 , 56.00 , 1.00 , Churned 
 CUST1350 , 39.00 , Female , East , Premium , 5.00 ," ? 1,019.24 ", 1.00 , 5.00 , 1.00 , Churned 
 CUST1351 , 63.00 , Male , East , Premium , 26.00 ," ? 1,022.57 ", 1.00 , 77.00 , 1.00 , Churned 
 CUST1352 , 47.00 , Female , East , Standard , 28.00 , ? 327.52 , 1.00 , 31.00 , -   , Stayed 
 CUST1353 , 55.00 , Male , South , Standard , 2.00 , ? 686.53 , 1.00 , 9.00 , -   , Stayed 
 CUST1354 , 55.00 , Male , South , Standard , 6.00 ," ? 1,063.79 ", 3.00 , 2.00 , -   , Stayed 
 CUST1355 , 62.00 , Male , East , Premium , 9.00 , ? 478.80 , 2.00 , 58.00 , -   , Stayed 
 CUST1356 , 68.00 , Male , East , Premium , 33.00 ," ? 1,134.50 ", 2.00 , 75.00 , -   , Stayed 
 CUST1357 , 25.00 , Male , East , Basic , 25.00 ," ? 1,195.11 ", 1.00 , 48.00 , -   , Stayed 
 CUST1358 , 44.00 , Female , West , Basic , 13.00 ," ? 1,478.36 ", -   , 58.00 , 1.00 , Churned 
 CUST1359 , 44.00 , Male , South , Standard , 9.00 , ? 551.81 , 3.00 , 30.00 , -   , Stayed 
 CUST1360 , 51.00 , Female , West , Premium , 13.00 ," ? 1,290.16 ", 4.00 , 68.00 , -   , Stayed 
 CUST1361 , 38.00 , Female , West , Premium , 31.00 , ? 924.36 , 2.00 , 61.00 , -   , Stayed 
 CUST1362 , 47.00 , Male , East , Premium , 11.00 , ? 748.16 , 4.00 , 51.00 , -   , Stayed 
 CUST1363 , 50.00 , Male , East , Standard , 4.00 , ? 446.85 , 1.00 , 88.00 , -   , Stayed 
 CUST1364 , 45.00 , Female , North , Basic , 34.00 ," ? 1,182.61 ", -   , 40.00 , -   , Stayed 
 CUST1365 , 64.00 , Male , North , Standard , 4.00 , ? 583.03 , -   , 30.00 , -   , Stayed 
 CUST1366 , 50.00 , Male , West , Basic , 19.00 , ? 745.71 , 1.00 , 84.00 , 1.00 , Churned 
 CUST1367 , 22.00 , Female , South , Basic , 6.00 , ? 375.05 , 2.00 , 83.00 , -   , Stayed 
 CUST1368 , 65.00 , Female , East , Standard , 34.00 ," ? 1,261.64 ", 2.00 , 21.00 , 1.00 , Churned 
 CUST1369 , 36.00 , Male , East , Basic , 18.00 ," ? 1,219.91 ", 1.00 , 3.00 , -   , Stayed 
 CUST1370 , 21.00 , Female , West , Basic , 13.00 ," ? 1,180.34 ", 2.00 , 12.00 , -   , Stayed 
 CUST1371 , 52.00 , Male , North , Premium , 23.00 , ? 659.33 , -   , 44.00 , -   , Stayed 
 CUST1372 , 66.00 , Male , South , Basic , 19.00 , ? 508.18 , 3.00 , 41.00 , -   , Stayed 
 CUST1373 , 34.00 , Male , North , Standard , 11.00 ," ? 1,065.06 ", -   , 48.00 , -   , Stayed 
 CUST1374 , 61.00 , Female , North , Standard , 1.00 , ? 895.40 , 4.00 , 19.00 , -   , Stayed 
 CUST1375 , 45.00 , Female , North , Basic , 24.00 , ? 513.90 , 2.00 , 76.00 , 1.00 , Churned 
 CUST1376 , 47.00 , Female , North , Premium , 7.00 ," ? 1,123.09 ", 2.00 , 80.00 , 1.00 , Churned 
 CUST1377 , 46.00 , Female , East , Premium , 25.00 ," ? 1,489.35 ", 3.00 , 53.00 , -   , Stayed 
 CUST1378 , 63.00 , Female , East , Basic , 21.00 ," ? 1,196.66 ", 1.00 , 35.00 , 1.00 , Churned 
 CUST1379 , 23.00 , Male , North , Basic , 15.00 ," ? 1,187.98 ", 1.00 , -   , -   , Stayed 
 CUST1380 , 52.00 , Male , South , Standard , 1.00 ," ? 1,440.38 ", 3.00 , 14.00 , 1.00 , Churned 
 CUST1381 , 58.00 , Male , West , Basic , 12.00 , ? 543.52 , 2.00 , 76.00 , -   , Stayed 
 CUST1382 , 54.00 , Male , South , Premium , 7.00 , ? 978.66 , 1.00 , 16.00 , -   , Stayed 
 CUST1383 , 41.00 , Female , South , Basic , 15.00 ," ? 1,475.58 ", 1.00 , 23.00 , 1.00 , Churned 
 CUST1384 , 46.00 , Male , South , Standard , 21.00 , ? 498.35 , 2.00 , 57.00 , -   , Stayed 
 CUST1385 , 66.00 , Female , North , Standard , 19.00 ," ? 1,140.30 ", -   , 71.00 , 1.00 , Churned 
 CUST1386 , 63.00 , Male , East , Standard , 29.00 ," ? 1,002.97 ", 3.00 , 22.00 , -   , Stayed 
 CUST1387 , 48.00 , Female , South , Standard , 25.00 ," ? 1,003.77 ", 2.00 , 45.00 , -   , Stayed 
 CUST1388 , 52.00 , Female , North , Standard , 33.00 ," ? 1,137.20 ", 2.00 , 71.00 , -   , Stayed 
 CUST1389 , 50.00 , Male , South , Basic , 32.00 ," ? 1,415.54 ", -   , 7.00 , -   , Stayed 
 CUST1390 , 69.00 , Male , South , Basic , 35.00 ," ? 1,239.10 ", -   , 58.00 , -   , Stayed 
 CUST1391 , 38.00 , Male , North , Basic , 26.00 , ? 367.36 , -   , 89.00 , 1.00 , Churned 
 CUST1392 , 49.00 , Male , East , Basic , 11.00 ," ? 1,323.27 ", 2.00 , 58.00 , -   , Stayed 
 CUST1393 , 40.00 , Female , East , Standard , 35.00 , ? 570.65 , 1.00 , 12.00 , 1.00 , Churned 
 CUST1394 , 50.00 , Male , West , Premium , 8.00 , ? 752.30 , 2.00 , 38.00 , 1.00 , Churned 
 CUST1395 , 20.00 , Male , North , Basic , 14.00 , ? 854.08 , -   , 27.00 , -   , Stayed 
 CUST1396 , 35.00 , Female , West , Premium , 10.00 , ? 877.09 , 3.00 , 88.00 , 1.00 , Churned 
 CUST1397 , 42.00 , Male , West , Basic , 2.00 , ? 822.22 , 1.00 , 60.00 , 1.00 , Churned 
 CUST1398 , 59.00 , Male , West , Basic , 9.00 ," ? 1,424.82 ", 3.00 , 15.00 , 1.00 , Churned 
 CUST1399 , 48.00 , Male , East , Premium , 3.00 ," ? 1,147.22 ", 3.00 , 1.00 , 1.00 , Churned 
 CUST1400 , 20.00 , Male , North , Standard , 21.00 ," ? 1,057.40 ", 1.00 , 81.00 , 1.00 , Churned 
 CUST1401 , 57.00 , Male , West , Basic , 26.00 , ? 359.81 , 4.00 , 16.00 , -   , Stayed 
 CUST1402 , 63.00 , Female , North , Basic , 8.00 ," ? 1,384.70 ", 2.00 , 29.00 , -   , Stayed 
 CUST1403 , 41.00 , Male , North , Basic , 2.00 ," ? 1,391.27 ", 2.00 , 12.00 , 1.00 , Churned 
 CUST1404 , 67.00 , Male , East , Premium , 6.00 ," ? 1,236.26 ", 2.00 , 81.00 , -   , Stayed 
 CUST1405 , 49.00 , Male , West , Standard , 28.00 , ? 308.44 , 1.00 , 12.00 , -   , Stayed 
 CUST1406 , 64.00 , Male , West , Premium , 29.00 , ? 368.74 , 1.00 , 42.00 , -   , Stayed 
 CUST1407 , 39.00 , Male , North , Premium , 26.00 , ? 570.27 , -   , 84.00 , 1.00 , Churned 
 CUST1408 , 40.00 , Female , South , Standard , 25.00 , ? 457.62 , 2.00 , 20.00 , -   , Stayed 
 CUST1409 , 19.00 , Male , East , Premium , 12.00 , ? 778.60 , -   , 54.00 , 1.00 , Churned 
 CUST1410 , 44.00 , Female , East , Standard , 5.00 ," ? 1,407.15 ", 2.00 , 80.00 , -   , Stayed 
 CUST1411 , 59.00 , Female , East , Basic , 34.00 , ? 866.47 , 2.00 , 39.00 , -   , Stayed 
 CUST1412 , 19.00 , Male , East , Standard , 15.00 , ? 316.08 , 1.00 , 82.00 , -   , Stayed 
 CUST1413 , 43.00 , Male , West , Basic , 15.00 , ? 639.29 , 2.00 , 14.00 , -   , Stayed 
 CUST1414 , 34.00 , Male , West , Premium , 23.00 , ? 353.51 , 2.00 , 72.00 , -   , Stayed 
 CUST1415 , 57.00 , Male , South , Premium , 6.00 , ? 343.55 , 2.00 , 51.00 , 1.00 , Churned 
 CUST1416 , 50.00 , Female , East , Basic , 21.00 , ? 630.86 , 3.00 , 73.00 , 1.00 , Churned 
 CUST1417 , 26.00 , Male , East , Premium , 23.00 , ? 630.73 , 1.00 , 52.00 , -   , Stayed 
 CUST1418 , 60.00 , Male , North , Standard , 16.00 ," ? 1,244.55 ", 3.00 , 86.00 , -   , Stayed 
 CUST1419 , 65.00 , Male , West , Basic , 15.00 ," ? 1,469.80 ", 2.00 , 51.00 , 1.00 , Churned 
 CUST1420 , 56.00 , Male , East , Premium , 25.00 , ? 745.45 , -   , 29.00 , 1.00 , Churned 
 CUST1421 , 46.00 , Male , South , Basic , 11.00 , ? 814.66 , 2.00 , 32.00 , -   , Stayed 
 CUST1422 , 59.00 , Male , South , Standard , 15.00 ," ? 1,313.75 ", 2.00 , 56.00 , -   , Stayed 
 CUST1423 , 43.00 , Female , West , Standard , 4.00 , ? 621.77 , 2.00 , 51.00 , -   , Stayed 
 CUST1424 , 52.00 , Female , South , Premium , 21.00 , ? 487.66 , -   , 8.00 , 1.00 , Churned 
 CUST1425 , 67.00 , Male , South , Standard , 13.00 ," ? 1,323.71 ", -   , 53.00 , -   , Stayed 
 CUST1426 , 42.00 , Male , West , Basic , 22.00 , ? 355.80 , 1.00 , -   , -   , Stayed 
 CUST1427 , 41.00 , Male , East , Standard , 19.00 ," ? 1,043.64 ", -   , 43.00 , -   , Stayed 
 CUST1428 , 30.00 , Female , East , Basic , 34.00 , ? 974.39 , 2.00 , 74.00 , 1.00 , Churned 
 CUST1429 , 24.00 , Male , South , Basic , 14.00 , ? 715.10 , 4.00 , 79.00 , -   , Stayed 
 CUST1430 , 53.00 , Female , South , Standard , 4.00 , ? 678.23 , 3.00 , 8.00 , -   , Stayed 
 CUST1431 , 62.00 , Male , East , Premium , 27.00 ," ? 1,226.23 ", 3.00 , 31.00 , -   , Stayed 
 CUST1432 , 37.00 , Male , West , Standard , 29.00 , ? 403.71 , 1.00 , 14.00 , -   , Stayed 
 CUST1433 , 18.00 , Male , South , Basic , 28.00 , ? 584.14 , 2.00 , 11.00 , -   , Stayed 
 CUST1434 , 25.00 , Male , North , Basic , 35.00 ," ? 1,178.94 ", 3.00 , 77.00 , 1.00 , Churned 
 CUST1435 , 63.00 , Female , West , Standard , 8.00 , ? 957.98 , 1.00 , 56.00 , 1.00 , Churned 
 CUST1436 , 33.00 , Female , South , Premium , 16.00 , ? 453.59 , 2.00 , 7.00 , 1.00 , Churned 
 CUST1437 , 31.00 , Male , South , Premium , 30.00 ," ? 1,358.56 ", 2.00 , 71.00 , 1.00 , Churned 
 CUST1438 , 29.00 , Male , North , Basic , 18.00 , ? 772.14 , 3.00 , 26.00 , -   , Stayed 
 CUST1439 , 68.00 , Female , North , Basic , 2.00 ," ? 1,293.44 ", 1.00 , 61.00 , 1.00 , Churned 
 CUST1440 , 40.00 , Female , East , Premium , 13.00 ," ? 1,245.26 ", 1.00 , 11.00 , -   , Stayed 
 CUST1441 , 32.00 , Female , West , Standard , 4.00 ," ? 1,049.31 ", 2.00 , 64.00 , -   , Stayed 
 CUST1442 , 45.00 , Female , West , Basic , 26.00 , ? 893.38 , 1.00 , 41.00 , 1.00 , Churned 
 CUST1443 , 51.00 , Male , East , Basic , 25.00 ," ? 1,475.46 ", 4.00 , 61.00 , -   , Stayed 
 CUST1444 , 19.00 , Female , West , Premium , 30.00 , ? 473.96 , 1.00 , 10.00 , -   , Stayed 
 CUST1445 , 49.00 , Male , West , Standard , 11.00 ," ? 1,170.19 ", 3.00 , 42.00 , -   , Stayed 
 CUST1446 , 40.00 , Female , West , Premium , 7.00 , ? 529.43 , 2.00 , 16.00 , -   , Stayed 
 CUST1447 , 39.00 , Female , West , Standard , 31.00 , ? 705.92 , -   , 31.00 , -   , Stayed 
 CUST1448 , 68.00 , Female , West , Standard , 10.00 , ? 670.44 , 1.00 , 84.00 , 1.00 , Churned 
 CUST1449 , 42.00 , Female , North , Standard , 13.00 ," ? 1,436.44 ", 1.00 , 84.00 , 1.00 , Churned 
 CUST1450 , 39.00 , Female , West , Basic , 31.00 ," ? 1,460.83 ", 2.00 , 39.00 , -   , Stayed 
 CUST1451 , 39.00 , Male , North , Premium , 7.00 , ? 519.62 , 4.00 , 22.00 , -   , Stayed 
 CUST1452 , 66.00 , Male , West , Premium , 20.00 , ? 326.44 , 2.00 , 55.00 , -   , Stayed 
 CUST1453 , 69.00 , Female , East , Standard , 4.00 ," ? 1,164.01 ", 1.00 , 5.00 , 1.00 , Churned 
 CUST1454 , 59.00 , Female , South , Basic , 7.00 , ? 801.59 , 1.00 , 85.00 , -   , Stayed 
 CUST1455 , 23.00 , Male , North , Basic , 1.00 , ? 406.61 , 4.00 , 49.00 , -   , Stayed 
 CUST1456 , 32.00 , Female , West , Premium , 13.00 ," ? 1,120.50 ", 2.00 , 36.00 , -   , Stayed 
 CUST1457 , 60.00 , Female , East , Basic , 22.00 , ? 954.13 , 5.00 , 63.00 , -   , Stayed 
 CUST1458 , 54.00 , Male , South , Basic , 21.00 ," ? 1,476.62 ", 3.00 , 53.00 , -   , Stayed 
 CUST1459 , 50.00 , Female , North , Standard , 22.00 , ? 572.89 , -   , 71.00 , 1.00 , Churned 
 CUST1460 , 25.00 , Female , South , Basic , 28.00 , ? 784.77 , 5.00 , 48.00 , -   , Stayed 
 CUST1461 , 61.00 , Male , East , Standard , 9.00 , ? 951.05 , 1.00 , 10.00 , -   , Stayed 
 CUST1462 , 61.00 , Male , North , Premium , 26.00 ," ? 1,250.04 ", -   , 87.00 , -   , Stayed 
 CUST1463 , 22.00 , Male , South , Basic , 9.00 , ? 958.61 , 1.00 , 48.00 , 1.00 , Churned 
 CUST1464 , 56.00 , Female , West , Premium , 15.00 ," ? 1,035.48 ", 2.00 , 20.00 , -   , Stayed 
