CustomerID,Age,Gender,Region,SubscriptionPlan,Tenure months,MonthlySpend,SupportTickets,LastLoginDaysAgo,Churn,ChurnStatus
CUST1406,64,Male,West,Premium,29,368.74,1,42,0,Stayed
CUST1407,39,Male,North,Premium,26,570.27,0,84,1,Churned
CUST1408,40,Female,South,Standard,25,457.62,2,20,0,Stayed
CUST1409,19,Male,East,Premium,12,778.6,0,54,1,Churned
CUST1410,44,Female,East,Standard,5,1407.15,2,80,0,Stayed
CUST1411,59,Female,East,Basic,34,866.47,2,39,0,Stayed
CUST1412,19,Male,East,Standard,15,316.08,1,82,0,Stayed
CUST1413,43,Male,West,Basic,15,639.29,2,14,0,Stayed
CUST1414,34,Male,West,Premium,23,353.51,2,72,0,Stayed
CUST1415,57,Male,South,Premium,6,343.55,2,51,1,Churned
CUST1416,50,Female,East,Basic,21,630.86,3,73,1,Churned
CUST1417,26,Male,East,Premium,23,630.73,1,52,0,Stayed
CUST1418,60,Male,North,Standard,16,1244.55,3,86,0,Stayed
CUST1419,65,Male,West,Basic,15,1469.8,2,51,1,Churned
CUST1420,56,Male,East,Premium,25,745.45,0,29,1,Churned
CUST1421,46,Male,South,Basic,11,814.66,2,32,0,Stayed
CUST1422,59,Male,South,Standard,15,1313.75,2,56,0,Stayed
CUST1423,43,Female,West,Standard,4,621.77,2,51,0,Stayed
CUST1424,52,Female,South,Premium,21,487.66,0,8,1,Churned
CUST1425,67,Male,South,Standard,13,1323.71,0,53,0,Stayed
CUST1426,42,Male,West,Basic,22,355.8,1,0,0,Stayed
CUST1427,41,Male,East,Standard,19,1043.64,0,43,0,Stayed
CUST1428,30,Female,East,Basic,34,974.39,2,74,1,Churned
CUST1429,24,Male,South,Basic,14,715.1,4,79,0,Stayed
CUST1430,53,Female,South,Standard,4,678.23,3,8,0,Stayed
CUST1431,62,Male,East,Premium,27,1226.23,3,31,0,Stayed
CUST1432,37,Male,West,Standard,29,403.71,1,14,0,Stayed
CUST1433,18,Male,South,Basic,28,584.14,2,11,0,Stayed
CUST1434,25,Male,North,Basic,35,1178.94,3,77,1,Churned
CUST1435,63,Female,West,Standard,8,957.98,1,56,1,Churned
CUST1436,33,Female,South,Premium,16,453.59,2,7,1,Churned
CUST1437,31,Male,South,Premium,30,1358.56,2,71,1,Churned
CUST1438,29,Male,North,Basic,18,772.14,3,26,0,Stayed
CUST1439,68,Female,North,Basic,2,1293.44,1,61,1,Churned
CUST1440,40,Female,East,Premium,13,1245.26,1,11,0,Stayed
CUST1441,32,Female,West,Standard,4,1049.31,2,64,0,Stayed
CUST1442,45,Female,West,Basic,26,893.38,1,41,1,Churned
CUST1443,51,Male,East,Basic,25,1475.46,4,61,0,Stayed
CUST1444,19,Female,West,Premium,30,473.96,1,10,0,Stayed
CUST1445,49,Male,West,Standard,11,1170.19,3,42,0,Stayed
CUST1446,40,Female,West,Premium,7,529.43,2,16,0,Stayed
CUST1447,39,Female,West,Standard,31,705.92,0,31,0,Stayed
CUST1448,68,Female,West,Standard,10,670.44,1,84,1,Churned
CUST1449,42,Female,North,Standard,13,1436.44,1,84,1,Churned
CUST1450,39,Female,West,Basic,31,1460.83,2,39,0,Stayed
CUST1451,39,Male,North,Premium,7,519.62,4,22,0,Stayed
CUST1452,66,Male,West,Premium,20,326.44,2,55,0,Stayed
CUST1453,69,Female,East,Standard,4,1164.01,1,5,1,Churned
CUST1454,59,Female,South,Basic,7,801.59,1,85,0,Stayed
CUST1455,23,Male,North,Basic,1,406.61,4,49,0,Stayed
CUST1456,32,Female,West,Premium,13,1120.5,2,36,0,Stayed
CUST1457,60,Female,East,Basic,22,954.13,5,63,0,Stayed
CUST1458,54,Male,South,Basic,21,1476.62,3,53,0,Stayed
CUST1459,50,Female,North,Standard,22,572.89,0,71,1,Churned
CUST1460,25,Female,South,Basic,28,784.77,5,48,0,Stayed
CUST1461,61,Male,East,Standard,9,951.05,1,10,0,Stayed
CUST1462,61,Male,North,Premium,26,1250.04,0,87,0,Stayed
CUST1463,22,Male,South,Basic,9,958.61,1,48,1,Churned
CUST1464,56,Female,West,Premium,15,1035.48,2,20,0,Stayed
CUST1465,21,Male,North,Premium,10,571.38,1,65,0,Stayed
CUST1466,23,Male,South,Basic,24,1316.3,2,62,0,Stayed
CUST1467,62,Male,East,Basic,8,814.36,1,82,0,Stayed
CUST1468,49,Male,East,Premium,24,469.15,0,27,1,Churned
CUST1469,69,Male,North,Basic,16,1097.03,1,16,0,Stayed
CUST1470,47,Male,South,Standard,26,559.31,4,5,1,Churned
CUST1471,64,Female,North,Standard,27,417.08,2,18,0,Stayed
CUST1472,52,Female,North,Basic,4,1334.38,1,55,1,Churned
CUST1473,57,Male,South,Premium,24,852.19,1,27,0,Stayed
CUST1474,69,Male,South,Basic,19,1199.14,3,65,1,Churned
CUST1475,33,Male,West,Basic,10,648.71,1,37,0,Stayed
CUST1476,30,Female,South,Premium,25,1244.36,2,36,0,Stayed
CUST1477,67,Female,East,Premium,18,434.32,3,67,1,Churned
CUST1478,59,Female,North,Standard,19,727.17,0,85,0,Stayed
CUST1479,47,Female,North,Premium,10,1473.67,0,89,0,Stayed
CUST1480,36,Female,East,Standard,33,1252.79,0,48,0,Stayed
CUST1481,34,Female,South,Premium,5,896.71,2,42,0,Stayed
CUST1482,36,Female,East,Basic,35,707.73,1,35,0,Stayed
CUST1483,45,Female,East,Standard,34,1346.56,2,57,0,Stayed
CUST1484,43,Female,West,Standard,33,953.82,0,12,0,Stayed
CUST1485,54,Male,East,Standard,21,1210.11,2,51,1,Churned
CUST1486,43,Male,North,Basic,17,1204.93,1,57,0,Stayed
CUST1487,40,Male,East,Basic,22,321.53,0,31,1,Churned
CUST1488,26,Male,North,Basic,15,451.5,1,80,1,Churned
CUST1489,29,Female,North,Basic,35,1091.56,3,59,0,Stayed
CUST1490,18,Female,North,Basic,28,493.94,2,82,0,Stayed
CUST1491,18,Male,South,Standard,7,606.59,2,57,0,Stayed
CUST1492,64,Female,West,Basic,32,1435.97,0,55,0,Stayed
CUST1493,51,Male,North,Standard,11,972.22,5,27,1,Churned
CUST1494,49,Female,North,Basic,10,1200.88,1,0,0,Stayed
CUST1495,65,Male,South,Premium,9,969.58,1,41,0,Stayed
CUST1496,42,Female,North,Standard,14,963.02,3,81,0,Stayed
CUST1497,57,Female,East,Premium,13,412.98,2,47,0,Stayed
CUST1498,62,Male,East,Standard,25,712.4,2,39,0,Stayed
CUST1499,18,Female,West,Premium,2,638.92,1,62,0,Stayed
